image,emotion
DISGUST/disgust (2253).jpg,2
NEUTRAL/neutral (2785).jpg,5
SADNESS/sadness (2220).jpg,6
SADNESS/sadness (1871).jpg,6
Paul_Wolfowitz_0007.jpg,5
SURPRISE/surprise (3390).jpg,7
HAPPINESS/happiness (3711).png,4
NEUTRAL/neutral (418).jpg,5
CONTEMPT/contempt (1654).jpg,1
NEUTRAL/neutral (1249).png,5
SADNESS/sadness (1682).jpg,6
SADNESS/sadness (59).png,6
Julie_Gerberding_0008.jpg,5
SADNESS/sadness (54).png,6
NEUTRAL/neutral (674).jpg,5
Jean_Chretien_0013.jpg,5
ANGER/anger (2161).jpg,0
Wendell_Bryant_0001.jpg,5
NEUTRAL/neutral (4007).png,5
CONTEMPT/contempt (1245).jpg,1
Mohammed_Ashraf_Hafiz_0001.jpg,5
Joseph_Estrada_0001.jpg,5
ANGER/anger (35).png,0
Tony_Blair_0129.jpg,4
Hamza_Atiya_Muhsen_0001.jpg,5
HAPPINESS/happiness (5678).jpg,4
CONTEMPT/contempt (2702).jpg,1
NEUTRAL/neutral (955).jpg,5
DISGUST/disgust (3187).jpg,2
SURPRISE/surprise (476).jpg,7
NEUTRAL/neutral (1257).jpg,5
SADNESS/sadness (3179).jpg,6
CONTEMPT/contempt (862).jpg,1
HAPPINESS/happiness (1490).jpg,4
CONTEMPT/contempt (114).jpg,1
NEUTRAL/neutral (9).png,5
DISGUST/disgust (1045).jpg,2
Richard_Armitage_0007.jpg,5
SURPRISE/surprise (43).png,7
Hermando_Harton_0001.jpg,4
CONTEMPT/contempt (597).jpg,1
HAPPINESS/happiness (4470).png,4
Jose_Maria_Aznar_0011.jpg,5
HAPPINESS/happiness (2335).jpg,4
NEUTRAL/neutral (951).jpg,5
HAPPINESS/happiness (5983).jpg,4
ANGER/anger (5241).jpg,0
DISGUST/disgust (3770).jpg,2
NEUTRAL/neutral (1363).png,5
CONTEMPT/contempt (1050).jpg,1
DISGUST/disgust (1873).jpg,2
DISGUST/disgust (2187).jpg,2
HAPPINESS/happiness (5570).png,4
SURPRISE/surprise (2129).png,7
Wen_Jiabao_0008.jpg,4
NEUTRAL/neutral (1721).jpg,5
Martina_Hingis_0003.jpg,7
CONTEMPT/contempt (2407).jpg,1
Michael_Arif_0001.jpg,5
ANGER/anger (1527).jpg,0
NEUTRAL/neutral (3355).png,5
Allison_Janney_0002.jpg,4
SADNESS/sadness (4741).jpg,6
CONTEMPT/contempt (1300).jpg,1
HAPPINESS/happiness (5205).jpg,4
ANGER/anger (5585).jpg,0
Colin_Powell_0194.jpg,5
CONTEMPT/contempt (1557).jpg,1
CONTEMPT/contempt (1401).jpg,1
ANGER/anger (1171).jpg,0
NEUTRAL/neutral (5565).jpg,5
Alejandro_Toledo_0004.jpg,0
FEAR/fear (546).jpg,3
HAPPINESS/happiness (6166).png,4
Jean-Francois_Pontal_0002.jpg,5
CONTEMPT/contempt (699).jpg,1
CONTEMPT/contempt (783).jpg,1
NEUTRAL/neutral (3046).jpg,5
Yann_Martel_0002.jpg,4
NEUTRAL/neutral (4811).jpg,5
SURPRISE/surprise (4192).jpg,7
Justine_Pasek_0003.jpg,4
CONTEMPT/contempt (2141).jpg,1
Pedro_Solbes_0003.jpg,5
HAPPINESS/happiness (3353).jpg,4
NEUTRAL/neutral (1416).png,5
SADNESS/sadness (2017).jpg,6
Angela_Bassett_0001.jpg,4
ANGER/anger (4754).jpg,0
CONTEMPT/contempt (2089).jpg,1
Marilyn_Monroe_0001.jpg,5
NEUTRAL/neutral (3304).png,5
DISGUST/disgust (3632).jpg,2
HAPPINESS/happiness (3007).jpg,4
NEUTRAL/neutral (3954).jpg,5
Eduardo_Duhalde_0011.jpg,4
HAPPINESS/happiness (3164).png,4
SADNESS/sadness (931).png,6
Mona_Ayoub_0001.jpg,4
George_W_Bush_0318.jpg,5
Keith_Snyder_0001.jpg,5
DISGUST/disgust (234).jpg,2
Jamie_Lee_Curtis_0001.jpg,4
DISGUST/disgust (2131).jpg,2
ANGER/anger (5938).jpg,0
CONTEMPT/contempt (242).jpg,1
DISGUST/disgust (2423).jpg,2
FEAR/fear (2088).jpg,3
FEAR/fear (3412).jpg,3
HAPPINESS/happiness (6733).png,4
Bill_Gates_0015.jpg,5
NEUTRAL/neutral (421).png,5
CONTEMPT/contempt (1246).jpg,1
HAPPINESS/happiness (1955).jpg,4
CONTEMPT/contempt (1174).jpg,1
CONTEMPT/contempt (1109).jpg,1
ANGER/anger (5539).jpg,0
Britney_Spears_0014.jpg,4
CONTEMPT/contempt (339).jpg,1
Tommy_Tubberville_0001.jpg,4
NEUTRAL/neutral (1999).png,5
Luis_Ernesto_Derbez_Bautista_0003.jpg,4
CONTEMPT/contempt (319).jpg,1
Conan_OBrien_0003.jpg,5
Michael_Phelps_0005.jpg,4
Ismael_Miranda_0001.jpg,4
Liu_Xiaoqing_0001.jpg,4
SURPRISE/surprise (2981).jpg,7
Gerhard_Schroeder_0091.jpg,4
Robert_Redford_0005.jpg,4
Ralph_Lauren_0002.jpg,4
George_W_Bush_0082.jpg,4
Irfan_Ahmed_0001.jpg,5
ANGER/anger (5277).jpg,0
CONTEMPT/contempt (1883).jpg,1
Russell_Simmons_0004.jpg,4
HAPPINESS/happiness (4807).png,4
SURPRISE/surprise (33).png,7
SURPRISE/surprise (4781).jpg,7
HAPPINESS/happiness (6211).png,4
SADNESS/sadness (2177).jpg,6
Patrick_Bourrat_0001.jpg,4
CONTEMPT/contempt (980).jpg,1
HAPPINESS/happiness (2295).png,4
NEUTRAL/neutral (2134).jpg,5
Gwyneth_Paltrow_0002.jpg,4
NEUTRAL/neutral (1938).jpg,5
FEAR/fear (2387).jpg,3
SURPRISE/surprise (4183).jpg,7
Joe_Torre_0003.jpg,4
SURPRISE/surprise (1482).jpg,7
HAPPINESS/happiness (3336).jpg,4
Fidel_Castro_0003.jpg,5
FEAR/fear (4933).jpg,3
HAPPINESS/happiness (518).png,4
SADNESS/sadness (1280).jpg,6
SADNESS/sadness (1478).jpg,6
ANGER/anger (4712).png,0
SADNESS/sadness (1665).jpg,6
HAPPINESS/happiness (1716).jpg,4
Fran_Drescher_0001.jpg,4
CONTEMPT/contempt (2260).jpg,1
NEUTRAL/neutral (4256).png,5
SURPRISE/surprise (5730).jpg,7
SURPRISE/surprise (44).jpg,7
Vince_Carter_0004.jpg,5
ANGER/anger (4639).jpg,0
HAPPINESS/happiness (2025).png,4
HAPPINESS/happiness (5351).jpg,4
FEAR/fear (46).png,3
SADNESS/sadness (5141).jpg,6
NEUTRAL/neutral (1897).jpg,5
DISGUST/disgust (660).jpg,2
HAPPINESS/happiness (4488).png,4
DISGUST/disgust (1411).jpg,2
Joe_Gatti_0001.jpg,4
NEUTRAL/neutral (3868).jpg,5
SADNESS/sadness (1769).png,6
Abdullah_Gul_0009.jpg,5
FEAR/fear (1654).jpg,3
Luiz_Inacio_Lula_da_Silva_0036.jpg,4
SADNESS/sadness (2019).jpg,6
ANGER/anger (544).jpg,0
Akbar_Al_Baker_0001.jpg,4
HAPPINESS/happiness (27).png,4
CONTEMPT/contempt (2666).jpg,1
CONTEMPT/contempt (2672).jpg,1
Jennifer_Lopez_0003.jpg,4
CONTEMPT/contempt (522).jpg,1
SADNESS/sadness (5684).jpg,6
Gloria_Macapagal_Arroyo_0029.jpg,4
DISGUST/disgust (3315).jpg,2
SADNESS/sadness (3064).jpg,6
FEAR/fear (3386).jpg,3
SADNESS/sadness (2296).jpg,6
CONTEMPT/contempt (938).jpg,1
HAPPINESS/happiness (2501).jpg,4
NEUTRAL/neutral (3687).jpg,5
NEUTRAL/neutral (1376).png,5
FEAR/fear (4862).jpg,3
SADNESS/sadness (2121).jpg,6
HAPPINESS/happiness (6632).jpg,4
CONTEMPT/contempt (2563).jpg,1
SADNESS/sadness (63).jpg,6
NEUTRAL/neutral (4537).png,5
Spike_Jonze_0001.jpg,4
ANGER/anger (2020).jpg,0
CONTEMPT/contempt (2801).jpg,1
HAPPINESS/happiness (190).png,4
HAPPINESS/happiness (5482).jpg,4
ANGER/anger (4115).jpg,0
SURPRISE/surprise (4697).jpg,7
NEUTRAL/neutral (3714).png,5
SADNESS/sadness (4785).jpg,6
Tim_Curley_0001.jpg,5
SURPRISE/surprise (5051).jpg,7
Markus_Naslund_0002.jpg,4
FEAR/fear (5075).jpg,3
NEUTRAL/neutral (2597).jpg,5
HAPPINESS/happiness (5811).jpg,4
SURPRISE/surprise (4162).jpg,7
SADNESS/sadness (816).png,6
NEUTRAL/neutral (555).jpg,5
DISGUST/disgust (1377).jpg,2
SADNESS/sadness (3136).jpg,6
ANGER/anger (1675).jpg,0
Tommy_Haas_0004.jpg,4
Phil_Morris_0001.jpg,5
DISGUST/disgust (908).jpg,2
SURPRISE/surprise (5800).jpg,7
CONTEMPT/contempt (1538).jpg,1
ANGER/anger (3544).jpg,0
DISGUST/disgust (600).jpg,2
Carol_Niedermayer_0001.jpg,4
Antonio_Banderas_0005.jpg,5
Gloria_Macapagal_Arroyo_0026.jpg,5
Tom_Craddick_0001.jpg,5
SURPRISE/surprise (258).png,7
HAPPINESS/happiness (5618).png,4
Tony_Blair_0035.jpg,4
SURPRISE/surprise (5594).jpg,7
Jean-Sebastien_Giguere_0001.jpg,4
Chadha_Gurinder_0001.jpg,4
CONTEMPT/contempt (379).jpg,1
CONTEMPT/contempt (367).jpg,1
FEAR/fear (4607).jpg,3
ANGER/anger (5271).jpg,0
CONTEMPT/contempt (754).jpg,1
NEUTRAL/neutral (5114).jpg,5
Benazir_Bhutto_0004.jpg,4
ANGER/anger (2573).jpg,0
NEUTRAL/neutral (2150).jpg,5
NEUTRAL/neutral (3434).jpg,5
ANGER/anger (2155).jpg,0
Jewel_Howard-Taylor_0001.jpg,4
Peter_Ueberroth_0001.jpg,5
DISGUST/disgust (2316).jpg,2
ANGER/anger (39).png,0
NEUTRAL/neutral (231).png,5
SURPRISE/surprise (4253).jpg,7
FEAR/fear (3410).jpg,3
Elizabeth_Smart_0003.jpg,4
FEAR/fear (2664).jpg,3
FEAR/fear (5670).jpg,3
HAPPINESS/happiness (2084).jpg,4
Carl_Pope_0001.jpg,5
SURPRISE/surprise (2596).jpg,7
SURPRISE/surprise (3549).png,7
NEUTRAL/neutral (717).png,5
DISGUST/disgust (3891).jpg,2
HAPPINESS/happiness (5098).jpg,4
HAPPINESS/happiness (7067).png,4
NEUTRAL/neutral (3936).jpg,5
Chris_Tucker_0001.jpg,5
SURPRISE/surprise (5459).jpg,7
Leticia_Van_de_Putte_0001.jpg,5
FEAR/fear (1846).jpg,3
SURPRISE/surprise (2544).jpg,7
Guillermo_Coria_0016.jpg,5
FEAR/fear (26).png,3
SADNESS/sadness (2466).jpg,6
SADNESS/sadness (2236).jpg,6
John_Howard_0016.jpg,5
HAPPINESS/happiness (4640).png,4
Annie_Machon_0001.jpg,5
SADNESS/sadness (1536).jpg,6
NEUTRAL/neutral (4593).jpg,5
CONTEMPT/contempt (1103).jpg,1
SURPRISE/surprise (5377).jpg,7
SURPRISE/surprise (4207).jpg,7
SURPRISE/surprise (454).jpg,7
FEAR/fear (5010).jpg,3
FEAR/fear (4757).jpg,3
SURPRISE/surprise (4926).jpg,7
DISGUST/disgust (1742).jpg,2
Angelina_Jolie_0006.jpg,5
SURPRISE/surprise (5743).jpg,7
HAPPINESS/happiness (1477).jpg,4
HAPPINESS/happiness (3332).png,4
Uma_Thurman_0003.jpg,4
SURPRISE/surprise (5510).jpg,7
CONTEMPT/contempt (612).jpg,1
HAPPINESS/happiness (8053).png,4
CONTEMPT/contempt (194).jpg,1
SURPRISE/surprise (3560).png,7
HAPPINESS/happiness (3314).png,4
SURPRISE/surprise (2720).jpg,7
Lenny_Wilkens_0003.jpg,5
Antony_Leung_0004.jpg,5
Tiger_Woods_0021.jpg,4
SURPRISE/surprise (5830).jpg,7
Charles_Moose_0004.jpg,0
HAPPINESS/happiness (8466).png,4
Johnny_Hallyday_0001.jpg,5
FEAR/fear (1778).jpg,3
Lloyd_Ward_0001.jpg,5
NEUTRAL/neutral (2636).jpg,5
CONTEMPT/contempt (215).png,1
DISGUST/disgust (2882).jpg,2
Meg_Wakeman_0001.jpg,4
NEUTRAL/neutral (3813).png,5
ANGER/anger (68).png,0
Allyson_Felix_0003.jpg,4
CONTEMPT/contempt (1550).jpg,1
CONTEMPT/contempt (797).jpg,1
SADNESS/sadness (4530).jpg,6
NEUTRAL/neutral (1888).png,5
SADNESS/sadness (2101).jpg,6
NEUTRAL/neutral (2683).jpg,5
Phillip_Seymor_Hoffmann_0001.jpg,4
ANGER/anger (2421).jpg,0
Cruz_Bustamante_0004.jpg,4
FEAR/fear (3271).jpg,3
Colin_Powell_0157.jpg,5
SURPRISE/surprise (3969).jpg,7
HAPPINESS/happiness (7792).png,4
SADNESS/sadness (1688).jpg,6
FEAR/fear (904).jpg,3
NEUTRAL/neutral (949).jpg,5
Tariq_Aziz_0002.jpg,4
SURPRISE/surprise (318).jpg,7
HAPPINESS/happiness (2236).jpg,4
ANGER/anger (2321).jpg,0
ANGER/anger (5565).jpg,0
NEUTRAL/neutral (3523).jpg,5
CONTEMPT/contempt (765).jpg,1
SADNESS/sadness (65).jpg,6
HAPPINESS/happiness (4479).jpg,4
FEAR/fear (3397).jpg,3
FEAR/fear (4019).jpg,3
CONTEMPT/contempt (2432).jpg,1
ANGER/anger (4700).png,0
Tom_Welch_0001.jpg,5
HAPPINESS/happiness (5150).jpg,4
HAPPINESS/happiness (7247).png,4
ANGER/anger (4167).jpg,0
HAPPINESS/happiness (4523).png,4
Darla_Moore_0001.jpg,5
Colin_Powell_0057.jpg,5
NEUTRAL/neutral (41).png,5
Nebojsa_Pavkovic_0001.jpg,5
ANGER/anger (1440).jpg,0
NEUTRAL/neutral (1722).jpg,5
ANGER/anger (27).png,0
SURPRISE/surprise (69).jpg,7
HAPPINESS/happiness (5480).jpg,4
CONTEMPT/contempt (2411).jpg,1
NEUTRAL/neutral (4967).png,5
NEUTRAL/neutral (715).png,5
ANGER/anger (28).png,0
Bill_McBride_0007.jpg,4
SURPRISE/surprise (2245).jpg,7
NEUTRAL/neutral (929).jpg,5
FEAR/fear (429).png,3
Bill_Gates_0012.jpg,5
SADNESS/sadness (4821).jpg,6
FEAR/fear (5037).jpg,3
CONTEMPT/contempt (1423).jpg,1
SADNESS/sadness (2286).jpg,6
SADNESS/sadness (5369).jpg,6
Luiz_Inacio_Lula_da_Silva_0001.jpg,4
HAPPINESS/happiness (5290).jpg,4
Chris_Matthews_0001.jpg,4
Gro_Harlem_Brundtland_0001.jpg,5
Wen_Jiabao_0009.jpg,4
HAPPINESS/happiness (6292).jpg,4
Halle_Berry_0010.jpg,4
DISGUST/disgust (2212).jpg,2
FEAR/fear (3823).jpg,3
HAPPINESS/happiness (49).png,4
Ray_Allen_0003.jpg,4
HAPPINESS/happiness (5522).jpg,4
NEUTRAL/neutral (3218).jpg,5
SURPRISE/surprise (3845).jpg,7
John_Ashcroft_0005.jpg,7
HAPPINESS/happiness (8247).png,4
SADNESS/sadness (2306).jpg,6
HAPPINESS/happiness (2184).jpg,4
FEAR/fear (1983).jpg,3
Gerhard_Schroeder_0007.jpg,4
HAPPINESS/happiness (1249).png,4
HAPPINESS/happiness (2023).jpg,4
Andre_Agassi_0029.jpg,4
DISGUST/disgust (4447).jpg,2
SADNESS/sadness (3074).jpg,6
HAPPINESS/happiness (6522).jpg,4
George_Clooney_0007.jpg,5
NEUTRAL/neutral (1368).jpg,5
SURPRISE/surprise (5164).jpg,7
CONTEMPT/contempt (1642).jpg,1
CONTEMPT/contempt (429).jpg,1
HAPPINESS/happiness (75).jpg,4
ANGER/anger (6017).jpg,0
FEAR/fear (2744).jpg,3
Jules_Asner_0001.jpg,4
Gerhard_Schroeder_0030.jpg,4
Todd_Haynes_0002.jpg,4
Nicole_Kidman_0007.jpg,4
ANGER/anger (5845).jpg,0
HAPPINESS/happiness (4669).jpg,4
Nicanor_Duarte_Frutos_0002.jpg,5
Jo_Dee_Messina_0001.jpg,4
Dieter_Holzer_0001.jpg,5
NEUTRAL/neutral (2973).png,5
NEUTRAL/neutral (904).png,5
NEUTRAL/neutral (2091).png,5
HAPPINESS/happiness (4681).jpg,4
Spencer_Abraham_0003.jpg,5
NEUTRAL/neutral (2103).jpg,5
Rachel_Hunter_0003.jpg,4
SADNESS/sadness (105).jpg,6
NEUTRAL/neutral (1726).jpg,5
Jay_Rasulo_0002.jpg,5
HAPPINESS/happiness (4920).jpg,4
HAPPINESS/happiness (8454).png,4
HAPPINESS/happiness (1971).jpg,4
FEAR/fear (35).jpg,3
HAPPINESS/happiness (6141).png,4
Javier_Camara_0001.jpg,5
Serena_Williams_0028.jpg,0
ANGER/anger (349).png,0
FEAR/fear (696).jpg,3
SADNESS/sadness (5523).jpg,6
SURPRISE/surprise (3777).jpg,7
Ben_Braun_0001.jpg,0
FEAR/fear (1708).jpg,3
SURPRISE/surprise (2192).jpg,7
Nebojsa_Pavkovic_0002.jpg,5
NEUTRAL/neutral (2296).png,5
Christina_Aguilera_0003.jpg,4
DISGUST/disgust (1044).jpg,2
Kofi_Annan_0024.jpg,5
NEUTRAL/neutral (1786).png,5
CONTEMPT/contempt (1548).jpg,1
DISGUST/disgust (2485).jpg,2
FEAR/fear (1169).jpg,3
NEUTRAL/neutral (4111).png,5
Jennifer_Capriati_0023.jpg,5
NEUTRAL/neutral (4406).png,5
NEUTRAL/neutral (4021).png,5
DISGUST/disgust (798).jpg,2
HAPPINESS/happiness (5880).png,4
SURPRISE/surprise (3739).jpg,7
SADNESS/sadness (5477).jpg,6
CONTEMPT/contempt (297).jpg,1
HAPPINESS/happiness (132).jpg,4
Gerhard_Schroeder_0052.jpg,5
Angelina_Jolie_0018.jpg,4
CONTEMPT/contempt (507).jpg,1
FEAR/fear (805).jpg,3
CONTEMPT/contempt (2079).jpg,1
HAPPINESS/happiness (4278).png,4
Bobby_Kielty_0001.jpg,4
Jean_Chretien_0049.jpg,5
NEUTRAL/neutral (927).jpg,5
HAPPINESS/happiness (2853).jpg,4
Junichiro_Koizumi_0039.jpg,5
HAPPINESS/happiness (65).jpg,4
HAPPINESS/happiness (4206).jpg,4
CONTEMPT/contempt (575).jpg,1
NEUTRAL/neutral (1631).png,5
DISGUST/disgust (2646).jpg,2
NEUTRAL/neutral (2788).jpg,5
Bo_Ryan_0002.jpg,5
DISGUST/disgust (567).jpg,2
FEAR/fear (2211).jpg,3
SURPRISE/surprise (3718).jpg,7
DISGUST/disgust (2038).jpg,2
SURPRISE/surprise (4374).jpg,7
Larry_Greene_0001.jpg,5
NEUTRAL/neutral (1768).jpg,5
NEUTRAL/neutral (120).jpg,5
SADNESS/sadness (283).jpg,6
ANGER/anger (5960).jpg,0
Paola_Espinoza_0001.jpg,4
NEUTRAL/neutral (3080).jpg,5
NEUTRAL/neutral (4376).jpg,5
CONTEMPT/contempt (1268).jpg,1
Laura_Bush_0034.jpg,4
NEUTRAL/neutral (3952).jpg,5
SADNESS/sadness (4460).jpg,6
HAPPINESS/happiness (4492).jpg,4
SADNESS/sadness (389).png,6
Tim_Henman_0004.jpg,4
SADNESS/sadness (5654).jpg,6
HAPPINESS/happiness (2223).jpg,4
SADNESS/sadness (1558).png,6
HAPPINESS/happiness (4401).jpg,4
CONTEMPT/contempt (2640).jpg,1
HAPPINESS/happiness (5412).jpg,4
SURPRISE/surprise (6055).jpg,7
FEAR/fear (3960).jpg,3
HAPPINESS/happiness (7391).png,4
HAPPINESS/happiness (8214).png,4
CONTEMPT/contempt (2606).jpg,1
SURPRISE/surprise (1927).jpg,7
FEAR/fear (5401).jpg,3
ANGER/anger (2699).jpg,0
ANGER/anger (1671).jpg,0
DISGUST/disgust (2484).jpg,2
Paulie_Ayala_0001.jpg,5
HAPPINESS/happiness (5891).jpg,4
HAPPINESS/happiness (4325).jpg,4
SURPRISE/surprise (5362).jpg,7
NEUTRAL/neutral (4695).jpg,5
Jennette_Bradley_0001.jpg,4
Vladimir_Putin_0036.jpg,5
NEUTRAL/neutral (4014).jpg,5
John_Nimmo_0001.jpg,4
SADNESS/sadness (1800).jpg,6
SADNESS/sadness (3568).png,6
DISGUST/disgust (3482).jpg,2
HAPPINESS/happiness (1102).jpg,4
NEUTRAL/neutral (617).png,5
NEUTRAL/neutral (1697).jpg,5
NEUTRAL/neutral (1998).png,5
Michael_Moore_0002.jpg,5
SURPRISE/surprise (5527).jpg,7
FEAR/fear (62).png,3
Sid_Caesar_0001.jpg,4
SADNESS/sadness (2151).jpg,6
ANGER/anger (378).png,0
CONTEMPT/contempt (1527).jpg,1
HAPPINESS/happiness (474).png,4
Joschka_Fischer_0009.jpg,5
SURPRISE/surprise (4067).jpg,7
DISGUST/disgust (3063).jpg,2
DISGUST/disgust (2189).jpg,2
ANGER/anger (4720).jpg,0
HAPPINESS/happiness (5348).jpg,4
SURPRISE/surprise (1124).jpg,7
Billy_Bob_Thornton_0001.jpg,4
FEAR/fear (2022).jpg,3
DISGUST/disgust (3001).jpg,2
FEAR/fear (4761).jpg,3
SADNESS/sadness (5261).jpg,6
Vivica_Fox_0001.jpg,4
SADNESS/sadness (5501).jpg,6
NEUTRAL/neutral (2115).jpg,5
HAPPINESS/happiness (1531).png,4
SADNESS/sadness (3728).jpg,6
Sarah_Weddington_0001.jpg,4
SURPRISE/surprise (3407).png,7
SADNESS/sadness (68).png,6
SADNESS/sadness (4919).jpg,6
Paul-Henri_Mathieu_0002.jpg,4
David_Ho_0001.jpg,5
FEAR/fear (834).jpg,3
Carla_Tricoli_0001.jpg,4
HAPPINESS/happiness (3109).jpg,4
CONTEMPT/contempt (1927).jpg,1
NEUTRAL/neutral (3226).jpg,5
ANGER/anger (52).png,0
Mohammad_Al-Sharief_0001.jpg,5
NEUTRAL/neutral (3913).jpg,5
Ahmed_Chalabi_0004.jpg,4
DISGUST/disgust (1630).jpg,2
NEUTRAL/neutral (3492).png,5
NEUTRAL/neutral (4147).jpg,5
Colin_Powell_0080.jpg,5
DISGUST/disgust (1065).jpg,2
CONTEMPT/contempt (481).jpg,1
NEUTRAL/neutral (1740).jpg,5
SADNESS/sadness (594).png,6
DISGUST/disgust (3659).jpg,2
SURPRISE/surprise (2434).jpg,7
Koichiro_Matsuura_0001.jpg,5
HAPPINESS/happiness (1827).jpg,4
ANGER/anger (1111).jpg,0
NEUTRAL/neutral (2131).png,5
SURPRISE/surprise (3875).jpg,7
SADNESS/sadness (1246).jpg,6
Colin_Powell_0162.jpg,4
NEUTRAL/neutral (1611).png,5
FEAR/fear (5007).jpg,3
SADNESS/sadness (67).png,6
SURPRISE/surprise (3760).jpg,7
Andy_Roddick_0014.jpg,5
ANGER/anger (5006).jpg,0
SADNESS/sadness (5847).jpg,6
CONTEMPT/contempt (2654).jpg,1
SADNESS/sadness (5849).jpg,6
SURPRISE/surprise (4854).jpg,7
Dan_Snyder_0001.jpg,4
FEAR/fear (2181).png,3
CONTEMPT/contempt (96).jpg,1
NEUTRAL/neutral (2473).png,5
SADNESS/sadness (4050).png,6
DISGUST/disgust (899).jpg,2
DISGUST/disgust (1343).jpg,2
John_Anderson_0001.jpg,5
HAPPINESS/happiness (6574).png,4
FEAR/fear (61).png,3
HAPPINESS/happiness (4002).jpg,4
HAPPINESS/happiness (4529).png,4
NEUTRAL/neutral (1182).jpg,5
SADNESS/sadness (3139).png,6
HAPPINESS/happiness (4551).jpg,4
ANGER/anger (5829).jpg,0
DISGUST/disgust (8).png,2
CONTEMPT/contempt (736).jpg,1
NEUTRAL/neutral (1906).jpg,5
NEUTRAL/neutral (5215).jpg,5
NEUTRAL/neutral (1701).jpg,5
SURPRISE/surprise (23).png,7
Kalpana_Chawla_0001.jpg,4
George_Foreman_0002.jpg,5
Norah_Jones_0002.jpg,4
DISGUST/disgust (4057).jpg,2
Juanes_0003.jpg,4
Carlos_Alberto_0001.jpg,5
NEUTRAL/neutral (4560).png,5
Juan_Carlos_Ferrero_0001.jpg,5
Venus_Williams_0016.jpg,5
Alvaro_Silva_Calderon_0001.jpg,7
NEUTRAL/neutral (3435).jpg,5
SADNESS/sadness (2730).jpg,6
CONTEMPT/contempt (361).jpg,1
Missy_Crider_0001.jpg,4
Scott_Wolf_0001.jpg,4
Guillaume_Soro_0002.jpg,5
SURPRISE/surprise (1016).png,7
Cindy_Crawford_0001.jpg,4
SURPRISE/surprise (5445).jpg,7
SADNESS/sadness (1653).jpg,6
NEUTRAL/neutral (4685).jpg,5
HAPPINESS/happiness (2988).jpg,4
HAPPINESS/happiness (4388).jpg,4
NEUTRAL/neutral (4187).jpg,5
SADNESS/sadness (3366).jpg,6
Stacy_Nelson_0001.jpg,4
ANGER/anger (43).png,0
CONTEMPT/contempt (758).jpg,1
NEUTRAL/neutral (31).png,5
ANGER/anger (3500).jpg,0
Bill_Fennelly_0001.jpg,5
Gerald_Barbarito_0001.jpg,4
ANGER/anger (5651).jpg,0
FEAR/fear (1958).jpg,3
NEUTRAL/neutral (4943).jpg,5
SADNESS/sadness (1218).jpg,6
DISGUST/disgust (2304).jpg,2
FEAR/fear (3306).jpg,3
SADNESS/sadness (2962).jpg,6
FEAR/fear (1836).jpg,3
NEUTRAL/neutral (2477).png,5
CONTEMPT/contempt (1933).jpg,1
FEAR/fear (1443).jpg,3
NEUTRAL/neutral (2609).jpg,5
ANGER/anger (3754).jpg,0
Wen_Jiabao_0006.jpg,5
FEAR/fear (2970).jpg,3
Scott_Peterson_0003.jpg,5
ANGER/anger (5857).jpg,0
CONTEMPT/contempt (1101).jpg,1
FEAR/fear (267).jpg,3
NEUTRAL/neutral (2519).jpg,5
SURPRISE/surprise (5353).jpg,7
David_Donohue_0001.jpg,5
SURPRISE/surprise (4995).jpg,7
CONTEMPT/contempt (2297).jpg,1
Mahmoud_Abbas_0004.jpg,4
CONTEMPT/contempt (2822).jpg,1
FEAR/fear (4945).jpg,3
SURPRISE/surprise (4242).jpg,7
SADNESS/sadness (2774).jpg,6
SURPRISE/surprise (4287).jpg,7
NEUTRAL/neutral (4183).jpg,5
Michael_Wayne_0001.jpg,4
Arminio_Fraga_0006.jpg,5
SADNESS/sadness (4932).jpg,6
SADNESS/sadness (5757).jpg,6
David_Beckham_0030.jpg,4
HAPPINESS/happiness (6549).jpg,4
Keanu_Reeves_0011.jpg,5
NEUTRAL/neutral (149).png,5
Justin_Gatlin_0002.jpg,4
NEUTRAL/neutral (2975).jpg,5
SURPRISE/surprise (3700).jpg,7
HAPPINESS/happiness (8386).png,4
DISGUST/disgust (16).png,2
NEUTRAL/neutral (3078).jpg,5
HAPPINESS/happiness (79).jpg,4
NEUTRAL/neutral (3947).jpg,5
SADNESS/sadness (5049).jpg,6
FEAR/fear (2602).jpg,3
SADNESS/sadness (3034).jpg,6
ANGER/anger (582).jpg,0
CONTEMPT/contempt (932).jpg,1
CONTEMPT/contempt (2125).jpg,1
ANGER/anger (71).jpg,0
DISGUST/disgust (4361).jpg,2
FEAR/fear (4550).jpg,3
CONTEMPT/contempt (582).jpg,1
HAPPINESS/happiness (5890).jpg,4
NEUTRAL/neutral (1294).jpg,5
CONTEMPT/contempt (1712).jpg,1
Igor_Ivanov_0009.jpg,5
NEUTRAL/neutral (2037).jpg,5
DISGUST/disgust (4320).jpg,2
SADNESS/sadness (5681).jpg,6
Avril_Lavigne_0001.jpg,4
NEUTRAL/neutral (4232).jpg,5
NEUTRAL/neutral (1940).jpg,5
Antonio_Palocci_0004.jpg,5
HAPPINESS/happiness (2142).jpg,4
DISGUST/disgust (2040).jpg,2
HAPPINESS/happiness (8184).png,4
NEUTRAL/neutral (2602).jpg,5
Mike_Weir_0008.jpg,4
SADNESS/sadness (3151).jpg,6
ANGER/anger (1494).jpg,0
